"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CD8B",0,-4.93208278628561,0.022,0.485,0,"0","CD8B"
"CD40LG",0,1.68705191517078,0.725,0.272,0,"0","CD40LG"
"CD8A",0,-4.31340160713936,0.094,0.533,0,"0","CD8A"
"TIGIT",0,-3.94291473819904,0.055,0.477,0,"0","TIGIT"
"KLRD1",0,-5.93870962879443,0.01,0.398,0,"0","KLRD1"
"HLA-DPA1",0,-3.43387921405346,0.097,0.481,0,"0","HLA-DPA1"
"IL7R",0,1.42067750965095,0.975,0.601,0,"0","IL7R"
"HLA-DRB1",0,-5.06971630935655,0.039,0.413,0,"0","HLA-DRB1"
"HLA-DPB1",0,-4.05246964047732,0.05,0.415,0,"0","HLA-DPB1"
"ANXA1",0,1.36198326042225,0.971,0.633,0,"0","ANXA1"
"KLRB1",0,0.924840474054663,0.861,0.532,0,"0","KLRB1"
"DUSP4",0,-3.65096558700437,0.041,0.368,0,"0","DUSP4"
"GPR183",0,1.17093222741447,0.751,0.426,0,"0","GPR183"
"NKG7",0,-3.0471987147546,0.303,0.617,0,"0","NKG7"
"GZMA",0,-3.2111853782429,0.253,0.563,0,"0","GZMA"
"ITGAE",0,-1.99097932809938,0.191,0.485,0,"0","ITGAE"
"GZMB",0,-5.0214348022131,0.029,0.32,0,"0","GZMB"
"CD38",0,-4.05804089315434,0.029,0.311,0,"0","CD38"
"CD4",0,1.08109875874037,0.544,0.271,0,"0","CD4"
"CTLA4",0,-2.77199914958587,0.078,0.344,0,"0","CTLA4"
"CCL4",0,-1.53885108028344,0.224,0.488,0,"0","CCL4"
"ACP5",0,-1.7763526402284,0.138,0.388,0,"0","ACP5"
"AHNAK",0,0.998430949363241,0.737,0.488,0,"0","AHNAK"
"AOAH",0,-1.98170454427269,0.11,0.356,0,"0","AOAH"
"LINC02446",0,-6.08375267457427,0.008,0.25,0,"0","LINC02446"
"MIR4435-2HG",0,-2.09020153736962,0.132,0.373,0,"0","MIR4435-2HG"
"HLA-DRA",0,-6.59997292190031,0.008,0.249,0,"0","HLA-DRA"
"PRF1",0,-1.59372208045319,0.304,0.542,0,"0","PRF1"
"FABP5",0,-3.7834033716336,0.026,0.26,0,"0","FABP5"
"IL2RB",0,-1.09477775663628,0.378,0.607,0,"0","IL2RB"
"CD160",0,-6.08002146516907,0.006,0.231,0,"0","CD160"
"XCL2",0,-4.39746195358925,0.026,0.249,0,"0","XCL2"
"PTPN22",0,-1.04029127846565,0.346,0.568,0,"0","PTPN22"
"LITAF",0,-1.24593610235106,0.274,0.495,0,"0","LITAF"
"TOX",0,-3.03011102968508,0.035,0.254,0,"0","TOX"
"TMIGD2",0,-2.23007311167137,0.096,0.311,0,"0","TMIGD2"
"GABARAPL1",0,-2.00478856552305,0.081,0.296,0,"0","GABARAPL1"
"IL2",0,2.41781626463411,0.297,0.083,0,"0","IL2"
"IKZF3",0,-1.03373578226978,0.274,0.483,0,"0","IKZF3"
"FOSB",0,1.2008877478781,0.875,0.666,0,"0","FOSB"
"LAG3",0,-1.76327297715754,0.24,0.448,0,"0","LAG3"
"ASB2",0,-1.37594196039257,0.162,0.37,0,"0","ASB2"
"IL21R",0,-3.15222928699239,0.027,0.233,0,"0","IL21R"
"ENTPD1",0,-6.95361263019549,0.002,0.207,0,"0","ENTPD1"
"HLA-DMA",0,-2.71591097482746,0.047,0.251,0,"0","HLA-DMA"
"LDLRAD4",0,-1.50744005636812,0.156,0.358,0,"0","LDLRAD4"
"CD244",0,-3.62469692571629,0.02,0.221,0,"0","CD244"
"C12orf75",0,-1.58053890457481,0.139,0.339,0,"0","C12orf75"
"FLNA",0,-1.00963225470226,0.268,0.467,0,"0","FLNA"
"CLIC3",0,-2.6752894462247,0.055,0.253,0,"0","CLIC3"
"PTTG1",0,-1.57002476242116,0.127,0.324,0,"0","PTTG1"
"PECAM1",0,-5.83700013083418,0.004,0.201,0,"0","PECAM1"
"LGALS3",0,0.763511463909597,0.582,0.385,0,"0","LGALS3"
"GBP2",0,-1.02165233733166,0.329,0.524,0,"0","GBP2"
"GZMH",0,-3.85092260848454,0.034,0.229,0,"0","GZMH"
"TIMP1",0,1.07277140975344,0.45,0.256,0,"0","TIMP1"
"ITGA4",0,-0.859548843491899,0.399,0.592,0,"0","ITGA4"
"GBP5",0,-1.21463236765747,0.311,0.502,0,"0","GBP5"
"PTGER2",0,0.989835304821766,0.498,0.307,0,"0","PTGER2"
"GNLY",0,-3.98694379528389,0.031,0.22,0,"0","GNLY"
"UCP2",0,-1.07681668430712,0.455,0.643,0,"0","UCP2"
"HLA-DQB1",0,-4.00216330146718,0.021,0.206,0,"0","HLA-DQB1"
"NUCB2",0,-0.904794303011187,0.258,0.44,0,"0","NUCB2"
"AC020571.1",0,1.66205864210613,0.328,0.148,0,"0","AC020571.1"
"FASLG",0,-1.56535642841715,0.14,0.32,0,"0","FASLG"
"LIMS1",0,-0.782016142889747,0.326,0.506,0,"0","LIMS1"
"KLRC3",0,-9.18358656825672,0.001,0.181,0,"0","KLRC3"
"BATF",0,-1.31840681391463,0.204,0.383,0,"0","BATF"
"DNPH1",0,-0.955837523224467,0.226,0.404,0,"0","DNPH1"
"SELL",0,-4.57929417494687,0.01,0.188,0,"0","SELL"
"PTMS",0,-1.47810819298097,0.139,0.316,0,"0","PTMS"
"SIRPG",0,-0.796313839490035,0.409,0.585,0,"0","SIRPG"
"NEAT1",0,-0.898516364544742,0.345,0.52,0,"0","NEAT1"
"TRIB2",0,-1.36461814303659,0.106,0.277,0,"0","TRIB2"
"PLAC8",0,1.12462961128339,0.342,0.171,0,"0","PLAC8"
"GZMK",0,-2.80627700513053,0.077,0.248,0,"0","GZMK"
"TNF",0,1.54447710281815,0.398,0.228,0,"0","TNF"
"KLRC2",0,-8.4002419713445,0.001,0.171,0,"0","KLRC2"
"ARID5B",0,-1.17525105221902,0.181,0.351,0,"0","ARID5B"
"CCR2",0,2.01521567101398,0.241,0.073,0,"0","CCR2"
"APOBEC3G",0,-0.987738944265667,0.304,0.472,0,"0","APOBEC3G"
"ZEB2",0,-5.27085786032078,0.005,0.172,0,"0","ZEB2"
"ABI3",0,-0.808439683437372,0.41,0.576,0,"0","ABI3"
"S100A11",0,0.795799540512405,0.896,0.733,0,"0","S100A11"
"KLF2",0,-1.8957993565977,0.147,0.31,0,"0","KLF2"
"RAB37",0,-1.50545386305269,0.088,0.25,0,"0","RAB37"
"BCAS4",0,-1.4700273799583,0.092,0.253,0,"0","BCAS4"
"C9orf16",0,-0.674659596776313,0.562,0.722,0,"0","C9orf16"
"NAMPT",0,-1.08593246278483,0.148,0.307,0,"0","NAMPT"
"RGS1",0,-0.769351723679431,0.57,0.728,0,"0","RGS1"
"CD84",0,-1.86891589154627,0.056,0.214,0,"0","CD84"
"CRTAM",0,-6.40658826438756,0.003,0.161,0,"0","CRTAM"
"KIR2DL4",0,-8.58547466449436,0.001,0.158,0,"0","KIR2DL4"
"LYST",0,-1.78114047641727,0.078,0.235,0,"0","LYST"
"CTSC",0,-0.837623854534897,0.572,0.726,0,"0","CTSC"
"CCL3",0,-4.25576834759076,0.008,0.16,0,"0","CCL3"
"NDFIP2",0,-1.80873517061472,0.066,0.216,0,"0","NDFIP2"
"GPR34",0,-3.1774958444312,0.017,0.166,0,"0","GPR34"
"WDR1",0,-0.585562970274805,0.57,0.718,0,"0","WDR1"
"TNIP3",0,-4.69593053084225,0.006,0.154,0,"0","TNIP3"
"SMC4",0,-1.83328822391972,0.068,0.215,0,"0","SMC4"
"HLA-DRB5",0,-5.54409601068468,0.005,0.152,0,"0","HLA-DRB5"
"TOX2",0,-5.89243073423733,0.003,0.15,0,"0","TOX2"
"PLA2G16",0,-1.2103338907571,0.109,0.255,0,"0","PLA2G16"
"CEBPD",0,-1.90439939070966,0.061,0.207,0,"0","CEBPD"
"SMCO4",0,-2.08441374304149,0.041,0.187,0,"0","SMCO4"
"IFNGR1",0,0.987331374626346,0.405,0.26,0,"0","IFNGR1"
"IKZF2",0,-5.65205958592694,0.004,0.149,0,"0","IKZF2"
"ZNF683",0,-5.8535968317876,0.006,0.15,0,"0","ZNF683"
"KLRK1",0,-5.18063328859838,0.004,0.148,0,"0","KLRK1"
"GPR18",0,-1.68984569343758,0.062,0.206,0,"0","GPR18"
"INPP4B",0,0.765735573003558,0.491,0.348,0,"0","INPP4B"
"JAKMIP1",0,-4.58905092069389,0.006,0.149,0,"0","JAKMIP1"
"XCL1",0,-2.39973397638031,0.057,0.195,0,"0","XCL1"
"PLEK",0,-3.61079004272529,0.017,0.154,0,"0","PLEK"
"SPART",0,1.52931159920238,0.224,0.087,0,"0","SPART"
"COX5A",0,-0.55724668403771,0.541,0.678,0,"0","COX5A"
"S100A4",0,0.553739378213156,0.983,0.847,0,"0","S100A4"
"IDH2",0,-0.775345207256145,0.455,0.591,0,"0","IDH2"
"DAPK2",0,-2.75563376242927,0.021,0.156,0,"0","DAPK2"
"SORL1",0,0.986665281776754,0.323,0.189,0,"0","SORL1"
"TESC",0,-1.60279498518794,0.072,0.205,0,"0","TESC"
"HAVCR2",0,-2.81417829083862,0.03,0.162,0,"0","HAVCR2"
"IGFBP3",0,1.73290398309759,0.201,0.07,0,"0","IGFBP3"
"CHI3L2",0,-2.57723247623626,0.033,0.162,0,"0","CHI3L2"
"PTGER4",0,0.705175976080644,0.822,0.693,0,"0","PTGER4"
"EGR1",0,1.52903762124492,0.393,0.264,0,"0","EGR1"
"HLA-DQA1",0,-6.81710579124532,0.003,0.132,0,"0","HLA-DQA1"
"ADAM23",0,3.72061258737179,0.143,0.015,0,"0","ADAM23"
"DPP4",0,1.37092941312733,0.231,0.106,0,"0","DPP4"
"SLC25A5",0,-0.644782261673518,0.625,0.75,0,"0","SLC25A5"
"TXNIP",0,0.620488868690593,0.842,0.718,0,"0","TXNIP"
"TNFSF13B",0,1.19201181163869,0.237,0.115,0,"0","TNFSF13B"
"FCRL6",0,-4.19290307471272,0.007,0.127,0,"0","FCRL6"
"AC068775.1",0,-8.22069153051659,0,0.119,0,"0","AC068775.1"
"PLPP1",0,-2.02995673934869,0.043,0.161,0,"0","PLPP1"
"RGCC",0,0.782573633210966,0.72,0.602,0,"0","RGCC"
"BCL2L11",0,-2.37155045386696,0.028,0.145,0,"0","BCL2L11"
"AC090152.1",0,-2.03700443356456,0.032,0.149,0,"0","AC090152.1"
"MYL6B",0,-2.38640859674499,0.021,0.137,0,"0","MYL6B"
"GEM",0,-4.56721998214895,0.006,0.122,0,"0","GEM"
"MYADM",0,0.63444586539846,0.671,0.555,0,"0","MYADM"
"FOS",0,1.3536036408712,0.987,0.872,0,"0","FOS"
"DBN1",0,-4.23151163005432,0.007,0.116,0,"0","DBN1"
"LAYN",0,-6.9207206995062,0.001,0.106,0,"0","LAYN"
"CXCR4",0,0.576534222977173,0.854,0.75,0,"0","CXCR4"
"CDCA7",0,-4.72207354266854,0.003,0.106,0,"0","CDCA7"
"CD248",0,-6.28656427414289,0.001,0.104,0,"0","CD248"
"COTL1",0,-1.21015653188125,0.791,0.89,0,"0","COTL1"
"NPDC1",0,-4.64233426722256,0.003,0.101,0,"0","NPDC1"
"ATP8B4",0,-4.12521542333761,0.007,0.105,0,"0","ATP8B4"
"S100A10",0,0.46621070286654,0.909,0.812,0,"0","S100A10"
"CNN2",0,-0.607742564629644,0.666,0.762,0,"0","CNN2"
"SLC40A1",0,0.567424090700221,0.146,0.053,0,"0","SLC40A1"
"IFITM2",0,0.639487653518459,0.958,0.867,0,"0","IFITM2"
"CD74",0,-1.74464897586838,0.82,0.907,0,"0","CD74"
"NFKBIA",0,0.713543022077728,0.759,0.674,0,"0","NFKBIA"
"PPP1R15A",0,0.519437710968486,0.861,0.777,0,"0","PPP1R15A"
"CD7",0,-1.14385603251384,0.825,0.898,0,"0","CD7"
"TSC22D3",0,0.750883734818445,0.931,0.859,0,"0","TSC22D3"
"VIM",0,0.626677990792679,0.99,0.919,0,"0","VIM"
"TNFAIP3",0,0.678733245314385,0.929,0.86,0,"0","TNFAIP3"
"KLF6",0,0.659451901462597,0.956,0.897,0,"0","KLF6"
"JUN",0,0.943598302546627,0.836,0.791,0,"0","JUN"
"DUSP1",0,0.772337605180643,0.985,0.942,0,"0","DUSP1"
"ARPC1B",0,-0.462963898599328,0.883,0.926,0,"0","ARPC1B"
"IFITM1",0,0.269483350804229,0.985,0.943,0,"0","IFITM1"
"ARPC2",0,-0.452512166151599,0.919,0.946,0,"0","ARPC2"
"ZFP36L2",0,0.451805460753652,0.98,0.96,0,"0","ZFP36L2"
"CD69",0,0.49411409462541,0.968,0.953,0,"0","CD69"
"CORO1A",0,-0.349575678568009,0.97,0.978,0,"0","CORO1A"
"JUNB",0,0.511281823616826,0.96,0.955,0,"0","JUNB"
"RPLP0",0,0.391331268598758,0.997,0.993,0,"0","RPLP0"
"TPT1",0,0.406326338635695,1,0.996,0,"0","TPT1"
"FTH1",0,0.413241408105943,0.996,0.993,0,"0","FTH1"
"RPLP1",0,0.414875652842794,1,0.998,0,"0","RPLP1"
"ACTB",0,-0.342497651680836,1,0.999,0,"0","ACTB"
"GAPDH",0,-0.54709961576504,0.986,0.987,0,"0","GAPDH"
"PFN1",0,-0.386040592587145,0.996,0.995,0,"0","PFN1"
"ACTG1",0,-0.435871913206934,0.992,0.993,0,"0","ACTG1"
"ZFP36",2.14801044195548e-307,0.518519638798122,0.945,0.925,4.29602088391096e-304,"0","ZFP36"
"ERN1",8.96267713898513e-305,0.864023325729145,0.409,0.28,1.79253542779703e-301,"0","ERN1"
"SCCPDH",3.62835682902221e-304,-2.66068261400707,0.015,0.113,7.25671365804442e-301,"0","SCCPDH"
"P2RY11",1.20631678365545e-298,-2.13430880813607,0.025,0.13,2.41263356731089e-295,"0","P2RY11"
"HMGB1",1.25102324255106e-296,-0.458339711714834,0.897,0.932,2.50204648510212e-293,"0","HMGB1"
"RAB27A",1.63207108828494e-296,-0.79490276300414,0.263,0.436,3.26414217656988e-293,"0","RAB27A"
"DYNLL1",1.33541384030895e-294,-0.556043960344792,0.566,0.698,2.6708276806179e-291,"0","DYNLL1"
"FBLN7",1.2580376847752e-291,1.0690175397972,0.228,0.117,2.51607536955039e-288,"0","FBLN7"
"MYBL1",1.49894884466142e-289,1.08391360336868,0.285,0.165,2.99789768932285e-286,"0","MYBL1"
"CEMIP2",1.17016541463126e-287,-0.887263082628109,0.202,0.366,2.34033082926251e-284,"0","CEMIP2"
"CDC25B",1.33576694288304e-287,-1.2889668815649,0.112,0.251,2.67153388576608e-284,"0","CDC25B"
"IFNG",2.41958749138986e-283,-0.50845095740855,0.158,0.312,4.83917498277972e-280,"0","IFNG"
"CDKN2A",7.60682778358814e-283,-2.08506285216522,0.025,0.126,1.52136555671763e-279,"0","CDKN2A"
"ARHGDIB",5.95984681665993e-280,-0.251703854801102,0.985,0.986,1.19196936333199e-276,"0","ARHGDIB"
"S1PR1",8.53765919029302e-280,-2.92132814120687,0.015,0.106,1.7075318380586e-276,"0","S1PR1"
"MTHFD2",4.2566131580976e-278,-0.870119624275466,0.185,0.344,8.51322631619521e-275,"0","MTHFD2"
"H3F3B",5.79123454275569e-278,0.307753932248932,0.995,0.992,1.15824690855114e-274,"0","H3F3B"
"CLU",1.09313637507313e-277,1.61097161464454,0.125,0.048,2.18627275014627e-274,"0","CLU"
"SLA2",2.5208431660725e-275,-0.918291758574911,0.22,0.379,5.04168633214501e-272,"0","SLA2"
"LMNA",2.09680624744636e-274,1.21385429899104,0.234,0.125,4.19361249489272e-271,"0","LMNA"
"CST7",4.58782299940018e-274,-0.848192803683512,0.718,0.741,9.17564599880037e-271,"0","CST7"
"CKAP2",1.83105796083655e-270,-1.13584198021168,0.098,0.232,3.66211592167309e-267,"0","CKAP2"
"ALOX5AP",1.26735641917361e-266,-0.61765323950646,0.632,0.723,2.53471283834721e-263,"0","ALOX5AP"
"IRF4",2.77912436167381e-265,-1.3532023879817,0.056,0.17,5.55824872334762e-262,"0","IRF4"
"TBC1D4",4.61272972490144e-264,-2.59591526306767,0.029,0.124,9.22545944980288e-261,"0","TBC1D4"
"TRG-AS1",7.91242548323196e-261,-1.09613582153522,0.138,0.276,1.58248509664639e-257,"0","TRG-AS1"
"SESN1",4.82311928214397e-257,0.861676252647605,0.327,0.208,9.64623856428794e-254,"0","SESN1"
"RNF19A",1.37888430373589e-256,-0.798185000357964,0.281,0.442,2.75776860747179e-253,"0","RNF19A"
"MT1E",3.6222040274599e-256,-2.27294822529278,0.024,0.115,7.24440805491981e-253,"0","MT1E"
"CCNG2",1.30977600992234e-255,-2.21061099684604,0.022,0.113,2.61955201984468e-252,"0","CCNG2"
"CARHSP1",5.24423002912728e-253,-0.904600187449391,0.17,0.315,1.04884600582546e-249,"0","CARHSP1"
"NINJ2",3.02789187500265e-252,-2.5656896448524,0.017,0.103,6.05578375000529e-249,"0","NINJ2"
"KPNA2",8.22307838281811e-250,-1.3406922374976,0.091,0.214,1.64461567656362e-246,"0","KPNA2"
"TTC39C",3.41961956604325e-247,0.628348401516579,0.602,0.51,6.8392391320865e-244,"0","TTC39C"
"CFL1",1.56023782656509e-245,-0.276988045720064,0.984,0.985,3.12047565313018e-242,"0","CFL1"
"PHLDA1",1.51752755807557e-243,0.809021685272714,0.509,0.396,3.03505511615113e-240,"0","PHLDA1"
"CTSW",2.00068149424223e-243,-1.13480183427325,0.364,0.471,4.00136298848446e-240,"0","CTSW"
"TRGC2",6.94879909562311e-243,-1.57686919027933,0.056,0.162,1.38975981912462e-239,"0","TRGC2"
"CARD16",7.40650675623837e-243,-0.672501757187215,0.371,0.532,1.48130135124767e-239,"0","CARD16"
"GBP4",2.52186064775572e-242,-0.899747370774385,0.171,0.313,5.04372129551144e-239,"0","GBP4"
"S100A6",2.25722888991036e-241,0.233366304954626,0.937,0.871,4.51445777982072e-238,"0","S100A6"
"HAPLN3",5.4548918276622e-241,-1.61814259424496,0.036,0.132,1.09097836553244e-237,"0","HAPLN3"
"EZH2",4.74400669964493e-240,-2.30079023187664,0.017,0.1,9.48801339928987e-237,"0","EZH2"
"SPRY1",1.38710699165268e-238,-0.808931721537639,0.144,0.279,2.77421398330537e-235,"0","SPRY1"
"CTSA",4.71304786757411e-238,-0.779999907084873,0.228,0.381,9.42609573514822e-235,"0","CTSA"
"LMNB1",1.1198939903948e-237,-1.27913870873622,0.08,0.195,2.23978798078961e-234,"0","LMNB1"
"INSIG1",1.81571843549745e-237,-0.858785826827963,0.147,0.284,3.63143687099491e-234,"0","INSIG1"
"CD200R1",1.80638022343636e-236,0.996465294141398,0.283,0.179,3.61276044687273e-233,"0","CD200R1"
"CBLB",4.99249036440893e-236,-0.71186657538061,0.358,0.508,9.98498072881785e-233,"0","CBLB"
"TRAC",7.44896649805982e-236,-0.525386657864989,0.499,0.648,1.48979329961196e-232,"0","TRAC"
"PLSCR1",2.13960095735981e-235,-0.981065267230006,0.105,0.23,4.27920191471963e-232,"0","PLSCR1"
"NCR3",4.07606568081804e-235,-2.22366928727128,0.029,0.118,8.15213136163608e-232,"0","NCR3"
"FAM3C",9.34883246132185e-235,-1.20799307151133,0.095,0.214,1.86976649226437e-231,"0","FAM3C"
"DZIP3",3.56115142614566e-233,-1.22401966833218,0.073,0.185,7.12230285229131e-230,"0","DZIP3"
"CARS",6.73187771612261e-233,-1.06063608770501,0.105,0.229,1.34637554322452e-229,"0","CARS"
"CYTOR",9.83068057705592e-233,-0.742743669849614,0.403,0.533,1.96613611541118e-229,"0","CYTOR"
"TMSB4X",1.46490866500307e-232,-0.170528830851137,1,0.999,2.92981733000613e-229,"0","TMSB4X"
"MPST",1.21979771094829e-231,-1.05517986194384,0.081,0.197,2.43959542189657e-228,"0","MPST"
"NCF1",1.84255497435812e-230,0.608296471700505,0.517,0.41,3.68510994871623e-227,"0","NCF1"
"AC020916.1",2.7515899195463e-230,0.603381618732118,0.555,0.449,5.5031798390926e-227,"0","AC020916.1"
"CENPM",1.48475231952452e-228,-1.98540412872351,0.028,0.115,2.96950463904904e-225,"0","CENPM"
"LIMA1",4.43570386105615e-226,-1.2040754937019,0.07,0.178,8.87140772211231e-223,"0","LIMA1"
"YBX1",5.75235038510985e-226,-0.311075300700975,0.887,0.916,1.15047007702197e-222,"0","YBX1"
"HMGN2",1.5500131796276e-225,-0.67532137528781,0.774,0.847,3.1000263592552e-222,"0","HMGN2"
"ISG20",9.75087141691644e-221,-0.5955892961718,0.556,0.674,1.95017428338329e-217,"0","ISG20"
"SH3BP5",2.4856826106064e-219,-1.30160525278632,0.057,0.158,4.97136522121281e-216,"0","SH3BP5"
"EPSTI1",2.75931067678033e-216,-0.826293731266689,0.166,0.3,5.51862135356067e-213,"0","EPSTI1"
"MYH9",1.45150035178026e-214,-0.41730321933677,0.664,0.781,2.90300070356053e-211,"0","MYH9"
"GFOD1",1.42565937511429e-212,-1.80871177226481,0.031,0.116,2.85131875022858e-209,"0","GFOD1"
"CXCR6",3.62913656043038e-212,-0.926663011598234,0.326,0.452,7.25827312086076e-209,"0","CXCR6"
"MAP1LC3A",5.22834972009894e-211,-1.44124395176287,0.046,0.139,1.04566994401979e-207,"0","MAP1LC3A"
"CKS2",3.67314793284556e-209,-0.775956491613609,0.152,0.279,7.34629586569112e-206,"0","CKS2"
"NSG1",1.81023796363236e-208,1.27765489423743,0.147,0.071,3.62047592726471e-205,"0","NSG1"
"AC022706.1",3.77637339800148e-208,-1.32383786195129,0.05,0.144,7.55274679600297e-205,"0","AC022706.1"
"ID3",6.47471977501732e-208,-1.67833656948636,0.062,0.158,1.29494395500346e-204,"0","ID3"
"SUB1",7.19745791581834e-208,-0.370961205666976,0.816,0.864,1.43949158316367e-204,"0","SUB1"
"GK",1.32904290449582e-207,-1.70557616141323,0.04,0.128,2.65808580899164e-204,"0","GK"
"NR4A1",3.25264472155665e-207,0.734641659672322,0.592,0.502,6.5052894431133e-204,"0","NR4A1"
"LAT2",1.03479663558245e-204,-2.12208493752189,0.031,0.112,2.06959327116491e-201,"0","LAT2"
"SLAMF7",9.01250766579811e-204,-0.983274932408789,0.128,0.245,1.80250153315962e-200,"0","SLAMF7"
"SYNGR2",1.1411233583298e-203,-0.55264339704113,0.401,0.557,2.2822467166596e-200,"0","SYNGR2"
"EDARADD",5.6869771170665e-203,1.82220461104876,0.103,0.042,1.1373954234133e-199,"0","EDARADD"
"TNFRSF1B",3.70089379449267e-202,-0.809299593946966,0.367,0.505,7.40178758898534e-199,"0","TNFRSF1B"
"STMN1",2.26353619412106e-201,-2.3089875782805,0.113,0.219,4.52707238824212e-198,"0","STMN1"
"FHL1",2.3115846831233e-201,1.34031399444984,0.122,0.055,4.6231693662466e-198,"0","FHL1"
"FAM110A",6.76405262513702e-201,-0.900913602470178,0.105,0.219,1.3528105250274e-197,"0","FAM110A"
"RAB3GAP1",2.0217802205712e-200,-0.960891532178737,0.108,0.222,4.0435604411424e-197,"0","RAB3GAP1"
"CCL5",2.5766316183865e-200,-1.03920369988611,0.892,0.712,5.15326323677299e-197,"0","CCL5"
"PASK",1.00479305821141e-198,-1.4080783295713,0.097,0.201,2.00958611642281e-195,"0","PASK"
"IL6ST",1.17432497956457e-198,-1.00836890337917,0.139,0.259,2.34864995912914e-195,"0","IL6ST"
"PHACTR2",6.97189413314672e-198,-1.26443559393935,0.059,0.153,1.39437882662934e-194,"0","PHACTR2"
"ZNRF1",7.33614799078867e-197,-1.40465348407701,0.042,0.128,1.46722959815773e-193,"0","ZNRF1"
"LINC00861",3.01582815338167e-193,-0.745433305768971,0.172,0.297,6.03165630676334e-190,"0","LINC00861"
"CCR7",6.39287474026906e-193,-1.66385728526536,0.09,0.186,1.27857494805381e-189,"0","CCR7"
"CALR",1.06288449287603e-188,-0.508094734069504,0.701,0.782,2.12576898575207e-185,"0","CALR"
"PIM3",4.25202923235923e-188,-0.736692718308472,0.24,0.376,8.50405846471847e-185,"0","PIM3"
"RIPOR2",6.40295232401603e-187,-0.825078933955893,0.215,0.341,1.2805904648032e-183,"0","RIPOR2"
"PDE3B",1.40876715661429e-186,-0.730929116597495,0.162,0.286,2.81753431322858e-183,"0","PDE3B"
"TRBC2",5.63596461624827e-186,-0.43613258589141,0.762,0.835,1.12719292324965e-182,"0","TRBC2"
"ISG15",5.64634183903226e-186,-0.567468485432296,0.32,0.465,1.12926836780645e-182,"0","ISG15"
"PELI1",1.12013650632564e-185,-1.07945001707684,0.088,0.189,2.24027301265129e-182,"0","PELI1"
"ANTXR2",2.29366287840341e-185,1.04715586324715,0.178,0.098,4.58732575680682e-182,"0","ANTXR2"
"MAL",3.0460124398733e-185,0.682234863255467,0.247,0.15,6.0920248797466e-182,"0","MAL"
"SLC16A3",3.53393275042348e-184,-0.950816397290121,0.102,0.208,7.06786550084697e-181,"0","SLC16A3"
"LGALS1",8.64234602006398e-182,0.462660180606045,0.502,0.389,1.7284692040128e-178,"0","LGALS1"
"TXNDC17",1.94173144987829e-181,-0.571588989288188,0.235,0.372,3.88346289975658e-178,"0","TXNDC17"
"TRGV4",6.66660345416202e-180,-2.44400683655793,0.044,0.122,1.3333206908324e-176,"0","TRGV4"
"AQP3",1.83232784628684e-179,0.275724406765182,0.505,0.377,3.66465569257369e-176,"0","AQP3"
"YWHAQ",2.35658032081047e-179,-0.443610342106706,0.507,0.634,4.71316064162094e-176,"0","YWHAQ"
"AC004832.6",7.96193284746976e-179,1.52619230459107,0.112,0.051,1.59238656949395e-175,"0","AC004832.6"
"RIN3",8.87299913442233e-179,-0.923309903312035,0.116,0.223,1.77459982688447e-175,"0","RIN3"
"LGALS3BP",7.35898187155512e-178,0.978085350690068,0.203,0.12,1.47179637431102e-174,"0","LGALS3BP"
"APOBEC3C",3.42187148505178e-177,-0.654155232483432,0.22,0.351,6.84374297010356e-174,"0","APOBEC3C"
"SAMSN1",3.06194202753464e-176,0.340254202334775,0.741,0.668,6.12388405506928e-173,"0","SAMSN1"
"GGCT",3.9379558595479e-176,-0.787049773954531,0.091,0.194,7.8759117190958e-173,"0","GGCT"
"ATP5MC3",1.16632656182576e-175,-0.366924352183175,0.681,0.763,2.33265312365152e-172,"0","ATP5MC3"
"LINC01934",1.20214369789546e-174,-0.915841235108947,0.098,0.2,2.40428739579092e-171,"0","LINC01934"
"GLCCI1",2.65168771743373e-170,-0.936859608622913,0.083,0.179,5.30337543486746e-167,"0","GLCCI1"
"PDLIM7",1.30299392238511e-169,-1.11730860816537,0.051,0.135,2.60598784477022e-166,"0","PDLIM7"
"PSMA4",3.45499564482916e-169,-0.557860543733607,0.28,0.413,6.90999128965831e-166,"0","PSMA4"
"SESN3",6.28004711137327e-169,-1.21205081220441,0.067,0.155,1.25600942227465e-165,"0","SESN3"
"STAM",2.33335991657756e-167,-1.0442544356117,0.083,0.176,4.66671983315513e-164,"0","STAM"
"TFRC",2.53897031757919e-166,-1.23539165108816,0.051,0.132,5.07794063515838e-163,"0","TFRC"
"HAGHL",2.33587379997542e-165,-1.41621706649592,0.037,0.11,4.67174759995084e-162,"0","HAGHL"
"CD52",3.34276819156737e-165,-0.347943557448441,0.981,0.967,6.68553638313473e-162,"0","CD52"
"UBASH3B",7.94257553435976e-165,-1.01701271300049,0.078,0.17,1.58851510687195e-161,"0","UBASH3B"
"NINJ1",8.38756300980074e-165,-0.909755892596251,0.099,0.198,1.67751260196015e-161,"0","NINJ1"
"SLA",4.87672800366376e-163,-0.549891968350957,0.338,0.47,9.75345600732752e-160,"0","SLA"
"SLC2A3",1.69276493690893e-161,0.311572294687971,0.838,0.796,3.38552987381785e-158,"0","SLC2A3"
"OASL",1.2864252292252e-160,-1.06869577614663,0.07,0.156,2.5728504584504e-157,"0","OASL"
