,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
AP2M1,4.1162762088053e-47,0.135666778,0.463,0.424,9.20358197526776e-43,0,AP2M1
FOXP1,4.3559171784156e-47,-0.408577448,0.251,0.289,9.73939521921943e-43,0,FOXP1
HSPD1,5.1765818812035e-47,-0.331177385,0.403,0.436,1.15743194281829e-42,0,HSPD1
BEX2,5.31867586119703e-47,-0.527996566,0.077,0.105,1.18920273580504e-42,0,BEX2
IFI6,5.77969310859468e-47,0.27003745,0.253,0.219,1.29228158215069e-42,0,IFI6
ACSL5,6.82427682918043e-47,0.276259681,0.219,0.186,1.52584005623645e-42,0,ACSL5
NDUFS7,8.79364975290891e-47,0.101592944,0.483,0.441,1.9661721482529e-42,0,NDUFS7
BCL2L1,1.07340284685953e-46,0.272134741,0.209,0.176,2.40002142529322e-42,0,BCL2L1
ZNF276,1.16203504397902e-46,0.314010041,0.137,0.108,2.5981941548327e-42,0,ZNF276
OCIAD2,1.22803120944852e-46,0.102676406,0.498,0.454,2.74575498120594e-42,0,OCIAD2
NELFCD,1.24405632650952e-46,0.331223127,0.207,0.176,2.78158554044264e-42,0,NELFCD
FAAP20,2.17821288464307e-46,0.193254726,0.337,0.3,4.87026618877344e-42,0,FAAP20
MEAF6,2.23853797351726e-46,0.121891615,0.463,0.423,5.00514705498725e-42,0,MEAF6
CHMP5,2.27841217154702e-46,0.227660755,0.301,0.265,5.09430177436198e-42,0,CHMP5
CYTH1,2.39403235318584e-46,-0.351080672,0.245,0.285,5.35281693848821e-42,0,CYTH1
EMC4,2.57655982392204e-46,0.189698203,0.367,0.33,5.7609301103073e-42,0,EMC4
GNAI2,2.89998163596361e-46,0.127684069,0.366,0.324,6.48406893985103e-42,0,GNAI2
CCDC12,3.26842172429438e-46,0.191972522,0.343,0.307,7.30786413334981e-42,0,CCDC12
JTB,3.44323423790656e-46,0.10771265,0.56,0.516,7.69872743253528e-42,0,JTB
SYPL1,3.44829021721978e-46,-0.296103696,0.215,0.257,7.7100320966817e-42,0,SYPL1
SUMO1,4.3459747042916e-46,0.123272033,0.491,0.448,9.71716484132558e-42,0,SUMO1
DERL1,6.4623187856076e-46,0.238637544,0.314,0.279,1.444909857274e-41,0,DERL1
LSM8,8.58046355600079e-46,0.120985707,0.463,0.423,1.91850584648622e-41,0,LSM8
NFKB2,1.09445777742572e-45,-0.401831641,0.143,0.177,2.44709814454616e-41,0,NFKB2
RNASET2,2.13380424994517e-45,-0.317823876,0.43,0.462,4.7709729224524e-41,0,RNASET2
PDCD10,2.39773895046023e-45,0.201553108,0.325,0.29,5.36110451933403e-41,0,PDCD10
MVD,2.48963435517391e-45,0.378779521,0.134,0.107,5.56657345473335e-41,0,MVD
HIST3H2A,2.58980734551763e-45,0.392933344,0.136,0.108,5.79055024384286e-41,0,HIST3H2A
TMCO1,2.83171364085766e-45,0.163534402,0.415,0.378,6.33142852959364e-41,0,TMCO1
FAM129A,3.14864234712629e-45,0.285476629,0.182,0.151,7.04004942393967e-41,0,FAM129A
LSM1,4.3281391828583e-45,0.247365692,0.245,0.212,9.67728639895287e-41,0,LSM1
CREM,4.44098057185086e-45,-0.363302438,0.312,0.349,9.92958846060133e-41,0,CREM
NME1,4.52335200120055e-45,-0.492310817,0.076,0.104,1.01137627394843e-40,0,NME1
NFKB1,5.50112198891178e-45,-0.409662793,0.173,0.208,1.22999586550079e-40,0,NFKB1
LTBP3,5.96893686450926e-45,-0.510545464,0.083,0.111,1.33459459353562e-40,0,LTBP3
SP110,6.30239461170342e-45,0.170096573,0.354,0.316,1.40915241123077e-40,0,SP110
PLP2,1.00356144113447e-44,0.17295635,0.422,0.383,2.24386302623257e-40,0,PLP2
GSDMD,1.03081201183954e-44,0.17524146,0.341,0.304,2.30479257727202e-40,0,GSDMD
DENND1C,1.29859708936699e-44,0.204512921,0.303,0.268,2.90353323211565e-40,0,DENND1C
TBPL1,1.97063564104937e-44,0.267434015,0.218,0.186,4.40614422982229e-40,0,TBPL1
CTSD,1.98215852340972e-44,0.119802961,0.221,0.186,4.4319082424918e-40,0,CTSD
SH3GLB1,3.19761870151785e-44,0.172118701,0.317,0.281,7.14955565472375e-40,0,SH3GLB1
HSD17B11,4.08841468694432e-44,0.183166036,0.31,0.274,9.1412863985388e-40,0,HSD17B11
CYFIP2,4.09069321666898e-44,0.136816375,0.413,0.375,9.14638096315018e-40,0,CYFIP2
TMEM243,4.27817755666062e-44,-0.312955313,0.287,0.327,9.56557719893749e-40,0,TMEM243
CLTB,4.46403217065348e-44,0.166178612,0.373,0.338,9.98112953036411e-40,0,CLTB
KDM6B,5.56161447294265e-44,-0.535322361,0.112,0.142,1.24352138000525e-39,0,KDM6B
PPP1R7,7.14138488654561e-44,0.21172699,0.316,0.282,1.59674224678273e-39,0,PPP1R7
TALDO1,7.65279633613695e-44,0.125065161,0.439,0.398,1.71108873279686e-39,0,TALDO1
COPS6,8.52323087729655e-44,0.169355178,0.365,0.33,1.90570919185474e-39,0,COPS6
PSMD4,8.71808694191523e-44,0.178139031,0.356,0.32,1.94927705934283e-39,0,PSMD4
IDS,9.18597324462243e-44,0.112399059,0.489,0.45,2.05389175776513e-39,0,IDS
TUBA4A,9.89942353580791e-44,0.169813822,0.438,0.398,2.21341210837129e-39,0,TUBA4A
MT-CO1,1.00169618393939e-43,-0.238298673,1,0.999,2.23969249767009e-39,0,MT-CO1
TEX264,1.05011043226058e-43,0.215830673,0.312,0.277,2.34794191549143e-39,0,TEX264
TMEM120A,1.9199872064801e-43,0.320346636,0.171,0.142,4.29289939496885e-39,0,TMEM120A
TINF2,2.02684098219634e-43,0.227278184,0.299,0.265,4.5318137520928e-39,0,TINF2
PDIA3,2.43420428821762e-43,0.104968473,0.632,0.59,5.44263736802577e-39,0,PDIA3
FBXO34,2.87592458715033e-43,-0.486841828,0.087,0.115,6.43027978440941e-39,0,FBXO34
MAGED2,3.04038414984211e-43,0.219680093,0.254,0.22,6.79799492063198e-39,0,MAGED2
CASP7,3.29267074189136e-43,0.384304095,0.142,0.115,7.3620825117949e-39,0,CASP7
MMADHC,3.29475310055225e-43,0.18911983,0.365,0.331,7.36673845752477e-39,0,MMADHC
MAP2K2,3.61617343475296e-43,0.16633839,0.247,0.213,8.08540218276414e-39,0,MAP2K2
UBLCP1,3.97576381920397e-43,0.263974449,0.238,0.206,8.88941032335816e-39,0,UBLCP1
PCMT1,4.07571562167129e-43,0.228611329,0.324,0.291,9.11289255849484e-39,0,PCMT1
GTDC1,4.16060000186136e-43,0.453456927,0.107,0.082,9.30268554416182e-39,0,GTDC1
MAML2,6.31175728660667e-43,-0.543777296,0.094,0.122,1.41124581171238e-38,0,MAML2
PIK3R1,7.10283412563272e-43,0.139128481,0.382,0.342,1.58812268215022e-38,0,PIK3R1
CHCHD5,7.6056729840295e-43,0.215482851,0.25,0.217,1.70055242249916e-38,0,CHCHD5
UQCRFS1,8.64515873008934e-43,0.125444315,0.442,0.404,1.93297104046068e-38,0,UQCRFS1
ASB2,1.0743795086851e-42,0.10670912,0.294,0.254,2.40220514346901e-38,0,ASB2
GNL3,1.09845316348985e-42,-0.367281963,0.111,0.142,2.45603142824695e-38,0,GNL3
SNRPB2,1.25744662676001e-42,0.176872031,0.392,0.358,2.81152491277271e-38,0,SNRPB2
SRRT,1.69745856431729e-42,0.287660519,0.262,0.231,3.79534760395702e-38,0,SRRT
RTF2,1.88851187269726e-42,0.18101281,0.339,0.305,4.22252369616379e-38,0,RTF2
RNF181,2.11256260734423e-42,0.177430066,0.367,0.331,4.72347873376096e-38,0,RNF181
CPD,3.08671291956963e-42,0.288143711,0.159,0.13,6.90158141686573e-38,0,CPD
LINC00426,3.17639146825453e-42,0.338769074,0.109,0.084,7.10209368387031e-38,0,LINC00426
GCH1,3.19919014798104e-42,0.36696998,0.149,0.122,7.15306925187081e-38,0,GCH1
B4GALT3,3.26483908592353e-42,0.281429819,0.233,0.201,7.29985371221643e-38,0,B4GALT3
CHD9,3.29227291592066e-42,0.23736319,0.189,0.158,7.36119301270699e-38,0,CHD9
FBXW5,3.30135327101482e-42,0.177504211,0.324,0.289,7.38149577866204e-38,0,FBXW5
IDH3G,3.39609207932052e-42,0.237831982,0.278,0.247,7.59332228015275e-38,0,IDH3G
PTGER4,4.62162656966979e-42,0.106180373,0.498,0.454,1.03334948471247e-37,0,PTGER4
RBL2,4.83617683260711e-42,0.132055238,0.488,0.448,1.08132077800262e-37,0,RBL2
PPP3CC,6.36577548197632e-42,0.189500899,0.297,0.263,1.42332374001508e-37,0,PPP3CC
BZW1,6.46424325948957e-42,0.120247716,0.483,0.442,1.44534015038927e-37,0,BZW1
SNX17,6.60585863714533e-42,0.153215288,0.403,0.369,1.47700393267932e-37,0,SNX17
DDX60,7.86628566494073e-42,0.414319516,0.105,0.081,1.7588228118241e-37,0,DDX60
DTYMK,9.03756205283702e-42,-0.367145877,0.092,0.12,2.02070849939383e-37,0,DTYMK
ATP2B1,9.174027237188e-42,-0.365735136,0.148,0.182,2.05122074996286e-37,0,ATP2B1
SMPD1,9.21522109461335e-42,0.248271129,0.199,0.168,2.0604312845446e-37,0,SMPD1
TAF12,9.23796199435139e-42,0.241660636,0.254,0.222,2.06551592231703e-37,0,TAF12
CMIP,9.83054998864543e-42,0.243962613,0.137,0.109,2.19801267196123e-37,0,CMIP
ATRX,1.49189391484263e-41,0.116909116,0.419,0.381,3.33572560419664e-37,0,ATRX
POU2F2,1.6570568023088e-41,-0.455026949,0.104,0.133,3.70501330428225e-37,0,POU2F2
IGFLR1,1.77700130919045e-41,-0.34203972,0.156,0.19,3.97319722721892e-37,0,IGFLR1
SSU72,1.924579053132e-41,0.125882415,0.479,0.443,4.30316630489783e-37,0,SSU72
CMC2,1.98773757956873e-41,0.163208726,0.334,0.297,4.44438245415772e-37,0,CMC2
SLC12A6,2.10841031536867e-41,-0.624735224,0.079,0.104,4.7141946241328e-37,0,SLC12A6
CTSS,3.53783210722602e-41,0.196362957,0.289,0.255,7.91023880854667e-37,0,CTSS
FDFT1,4.44665458502863e-41,0.18557023,0.333,0.299,9.94227498666551e-37,0,FDFT1
TACC3,5.7565813859617e-41,-0.390580381,0.153,0.185,1.28711403208718e-36,0,TACC3
EMC3,6.26179230792915e-41,0.258330982,0.244,0.213,1.40007414212988e-36,0,EMC3
FURIN,6.57919092226638e-41,-0.557446153,0.085,0.111,1.47104129830954e-36,0,FURIN
PEBP1,9.04052969790035e-41,-0.197383442,0.537,0.568,2.02137203515354e-36,0,PEBP1
TRAP1,1.42614233419935e-40,-0.384334809,0.094,0.122,3.18871164503633e-36,0,TRAP1
SFT2D1,1.68959104878816e-40,0.218826239,0.298,0.265,3.77775662598545e-36,0,SFT2D1
OTULIN,1.87093612742022e-40,0.393264541,0.11,0.086,4.18322608729887e-36,0,OTULIN
WASHC3,2.03134032241977e-40,0.235452987,0.238,0.206,4.54187382689835e-36,0,WASHC3
ACBD5,2.96782295527655e-40,0.364134217,0.118,0.094,6.63575534570285e-36,0,ACBD5
MGAT5,3.11663188546455e-40,-0.459882949,0.109,0.137,6.96847723271018e-36,0,MGAT5
TLK1,4.04495367051265e-40,-0.352055995,0.21,0.246,9.04411191189924e-36,0,TLK1
TSC22D3,6.10772628142825e-40,-0.290322552,0.6,0.614,1.36562651926454e-35,0,TSC22D3
SYTL2,8.06946066775447e-40,0.161881894,0.224,0.19,1.80425071070322e-35,0,SYTL2
METTL23,9.30893232762192e-40,0.224455575,0.296,0.264,2.08138417913299e-35,0,METTL23
HOXB2,9.63951681481219e-40,-0.389475147,0.148,0.18,2.15529956462386e-35,0,HOXB2
AUTS2,1.10973559925999e-39,0.284224673,0.123,0.098,2.48125782638541e-35,0,AUTS2
CDC42SE1,1.39219264932156e-39,0.145057047,0.393,0.359,3.11280354461808e-35,0,CDC42SE1
TRAFD1,1.57554275314903e-39,0.310699239,0.177,0.148,3.52275604176592e-35,0,TRAFD1
SVIP,2.25635098730507e-39,-0.281797848,0.185,0.222,5.04497517251542e-35,0,SVIP
CCDC88C,2.62207764076469e-39,0.179481364,0.291,0.258,5.86270339698578e-35,0,CCDC88C
GLIPR1,2.64122791093136e-39,0.102539429,0.504,0.468,5.90552148605143e-35,0,GLIPR1
LAMTOR5,2.71550373240643e-39,0.162306254,0.368,0.335,6.07159479528753e-35,0,LAMTOR5
MEF2D,3.70115940725448e-39,0.311745114,0.115,0.09,8.27542231868028e-35,0,MEF2D
XAF1,4.47796031484604e-39,0.241741971,0.189,0.16,1.00122714679643e-34,0,XAF1
MPG,5.09184684101503e-39,0.151140142,0.32,0.287,1.13848603518255e-34,0,MPG
IAH1,5.49508318385941e-39,0.181564438,0.313,0.281,1.22864564907913e-34,0,IAH1
TMEM9B,1.15531627232549e-38,0.187301984,0.356,0.324,2.58317165329256e-34,0,TMEM9B
SH3BP5,1.19911073188657e-38,0.415588425,0.115,0.091,2.68109168542517e-34,0,SH3BP5
CRTAP,1.24684019964249e-38,-0.28830892,0.174,0.208,2.78781000238064e-34,0,CRTAP
HACD4,1.25016576192752e-38,0.214019449,0.256,0.225,2.79524562709375e-34,0,HACD4
ANP32E,1.55731413859402e-38,-0.329495214,0.224,0.258,3.48199868248238e-34,0,ANP32E
EMC7,1.57856931740624e-38,0.252675878,0.281,0.251,3.5295231367886e-34,0,EMC7
ATP6V0D1,1.97133794255398e-38,0.236201445,0.258,0.228,4.40771450575643e-34,0,ATP6V0D1
SYF2,2.21441835253208e-38,0.147207041,0.391,0.358,4.95121799442648e-34,0,SYF2
KLHDC4,2.53067201868014e-38,0.361172283,0.113,0.089,5.65832956656693e-34,0,KLHDC4
NAPA,2.62442269069764e-38,0.170555305,0.377,0.344,5.86794669413086e-34,0,NAPA
ITGB1BP1,2.72160295601149e-38,0.172410094,0.301,0.269,6.08523204934609e-34,0,ITGB1BP1
UNG,3.65893129876228e-38,-0.437591992,0.083,0.108,8.18100449090259e-34,0,UNG
PDE7A,3.7646934687689e-38,0.161023374,0.218,0.187,8.41747812682039e-34,0,PDE7A
DEF6,4.80257913506558e-38,0.117841118,0.44,0.406,1.07380866880931e-33,0,DEF6
CASP1,5.66566312010361e-38,0.169835109,0.336,0.302,1.26678561702397e-33,0,CASP1
DNAJC4,9.6674447180775e-38,0.147528734,0.284,0.251,2.16154396451495e-33,0,DNAJC4
HERPUD2,1.16695328393642e-37,0.173421844,0.308,0.275,2.60919084755345e-33,0,HERPUD2
GIMAP5,1.46974999798795e-37,0.159642594,0.284,0.25,3.28621402050127e-33,0,GIMAP5
NR4A2,1.65509595872068e-37,0.105203924,0.518,0.48,3.70062905410356e-33,0,NR4A2
PET100,1.70655294023523e-37,0.121679796,0.441,0.405,3.81568171907196e-33,0,PET100
SYNE1,1.80225431057473e-37,0.167804452,0.248,0.216,4.02966041301404e-33,0,SYNE1
HENMT1,2.36800736736749e-37,0.312491226,0.161,0.135,5.29462767269697e-33,0,HENMT1
UBL3,2.63307387149751e-37,0.324476174,0.162,0.135,5.88728986928129e-33,0,UBL3
NUB1,3.39345597279483e-37,0.195094735,0.268,0.236,7.58742820957196e-33,0,NUB1
DCTN2,3.40320116664562e-37,0.181644561,0.314,0.283,7.60921748850295e-33,0,DCTN2
CARD11,3.72810289800683e-37,0.230754284,0.177,0.149,8.33566526965348e-33,0,CARD11
BORCS6,3.90227069202674e-37,0.295944781,0.138,0.113,8.72508704030258e-33,0,BORCS6
ERAP2,4.15201008677031e-37,0.16475958,0.295,0.262,9.28347935300974e-33,0,ERAP2
MBD5,6.16493809372404e-37,0.221043547,0.157,0.129,1.37841850837576e-32,0,MBD5
ST8SIA4,6.9700828874705e-37,0.216019418,0.232,0.202,1.55844083280953e-32,0,ST8SIA4
RMND5A,8.5035722547262e-37,0.365188221,0.122,0.098,1.90131372043423e-32,0,RMND5A
BAK1,9.69601754612683e-37,0.278282192,0.187,0.159,2.1679325631385e-32,0,BAK1
DUT,1.1168897872367e-36,-0.382329947,0.423,0.449,2.49725387528255e-32,0,DUT
CAPZA1,1.13446039937682e-36,0.1291233,0.466,0.432,2.53654000696663e-32,0,CAPZA1
STX4,1.35653105666107e-36,0.22657633,0.178,0.15,3.0330677895885e-32,0,STX4
PPM1K,1.44638282829219e-36,0.169960475,0.266,0.234,3.23396736577851e-32,0,PPM1K
METTL9,1.74401876727293e-36,0.149553389,0.413,0.381,3.89945156174554e-32,0,METTL9
STX11,1.79192132201876e-36,0.436586656,0.111,0.089,4.00655688390174e-32,0,STX11
SNHG8,1.82469715797385e-36,-0.227080679,0.439,0.472,4.07984037551374e-32,0,SNHG8
ARF6,1.84243587191569e-36,0.100563904,0.546,0.507,4.11950236601628e-32,0,ARF6
MAP4K2,2.4271236907274e-36,-0.36628193,0.114,0.142,5.42680586009739e-32,0,MAP4K2
KIF21A,2.85529889658811e-36,0.405888409,0.127,0.103,6.38416280288136e-32,0,KIF21A
RELB,2.97044728237618e-36,-0.323994073,0.185,0.218,6.64162307866489e-32,0,RELB
MCM5,3.1784259073548e-36,-0.497503101,0.106,0.133,7.10664248625459e-32,0,MCM5
PRKCQ,3.31018363309597e-36,0.220650795,0.229,0.199,7.40123958523929e-32,0,PRKCQ
PSMC4,3.41058149940868e-36,0.183577273,0.317,0.286,7.62571917452786e-32,0,PSMC4
NFKBID,3.42896732607057e-36,-0.5829792,0.114,0.142,7.66682804436119e-32,0,NFKBID
PSENEN,3.61650939327849e-36,0.295671635,0.215,0.187,8.08615335243138e-32,0,PSENEN
DDX58,4.47654640099683e-36,0.269558543,0.131,0.106,1.00091100979888e-31,0,DDX58
RAB8A,5.01692346482457e-36,0.178520433,0.322,0.29,1.12173391750012e-31,0,RAB8A
ADH5,6.42960209614285e-36,0.170762032,0.329,0.297,1.43759473267658e-31,0,ADH5
MCRIP1,6.70762275840319e-36,0.181227958,0.264,0.233,1.49975737255137e-31,0,MCRIP1
RBMS1,6.72663320359277e-36,0.136525726,0.365,0.33,1.50400791799131e-31,0,RBMS1
FGFR1OP2,1.12219076358923e-35,0.12550822,0.426,0.395,2.50910632830917e-31,0,FGFR1OP2
NT5C,1.33045956700922e-35,0.10512341,0.324,0.29,2.97477454587591e-31,0,NT5C
HSD17B10,1.62233874627463e-35,0.227783167,0.26,0.23,3.62738720279544e-31,0,HSD17B10
PSMB8-AS1,1.6406184814454e-35,0.13003423,0.373,0.34,3.66825886266377e-31,0,PSMB8-AS1
CASP3,1.86315601053878e-35,0.340103654,0.162,0.137,4.16583052396366e-31,0,CASP3
SMC4,1.90393663271815e-35,-0.634420547,0.139,0.165,4.25701191709452e-31,0,SMC4
MYC,2.01984325812902e-35,-0.414172205,0.118,0.145,4.51616754085068e-31,0,MYC
PRPF40A,2.19156721545749e-35,0.135221702,0.368,0.335,4.9001251370414e-31,0,PRPF40A
SERPINB9,2.46882324958995e-35,0.180224196,0.229,0.198,5.52004190375817e-31,0,SERPINB9
SNAP47,2.62601816787308e-35,0.383385442,0.137,0.113,5.87151402154743e-31,0,SNAP47
CYB561D2,2.74598413877653e-35,0.216928792,0.263,0.234,6.13974593589045e-31,0,CYB561D2
TXNL1,3.50249805563316e-35,0.136782531,0.347,0.316,7.83123540259018e-31,0,TXNL1
TMPO,4.4223866521081e-35,-0.41358311,0.22,0.25,9.8880143154485e-31,0,TMPO
CFAP36,4.51424154540969e-35,-0.367966346,0.114,0.142,1.00933926713815e-30,0,CFAP36
TRABD,4.9080899056844e-35,0.111202187,0.392,0.359,1.09739982201198e-30,0,TRABD
PSIP1,5.62238599883835e-35,-0.256409587,0.328,0.364,1.25710928548027e-30,0,PSIP1
NUMA1,6.13398635704922e-35,-0.352115968,0.153,0.184,1.37149800957264e-30,0,NUMA1
SUPT4H1,6.74194382848189e-35,0.160182604,0.331,0.298,1.50743122061026e-30,0,SUPT4H1
RTCA,7.10918873210681e-35,0.256805236,0.215,0.187,1.58954350861176e-30,0,RTCA
FAM53B,9.63654559194534e-35,0.312875351,0.125,0.102,2.15463522890306e-30,0,FAM53B
NAA50,1.16616634639567e-34,0.23354929,0.223,0.195,2.60743133390607e-30,0,NAA50
MRPL17,1.18919578544755e-34,-0.282029735,0.129,0.16,2.65892285668217e-30,0,MRPL17
PSMD6,2.20247076939123e-34,0.209442783,0.301,0.272,4.92450439328185e-30,0,PSMD6
NABP1,2.69541366585275e-34,-0.427840199,0.141,0.17,6.02667541548017e-30,0,NABP1
PPM1M,2.87714698723122e-34,0.263116806,0.215,0.187,6.43301294875028e-30,0,PPM1M
HAUS4,3.01137960726264e-34,-0.342111722,0.101,0.127,6.73314366387854e-30,0,HAUS4
MCM3,3.34531984874959e-34,-0.401743777,0.135,0.163,7.4798006498192e-30,0,MCM3
AATF,3.36044550930677e-34,0.213761189,0.269,0.241,7.51362011425902e-30,0,AATF
PWP1,3.40528232659034e-34,0.24984459,0.217,0.189,7.61387075402335e-30,0,PWP1
C18orf32,4.71211352426057e-34,0.239266192,0.281,0.253,1.05358146288942e-29,0,C18orf32
DNAJC8,5.24548644970905e-34,0.127445824,0.404,0.372,1.17283831529045e-29,0,DNAJC8
RSL1D1,5.41854519291614e-34,-0.241500566,0.395,0.429,1.21153251968412e-29,0,RSL1D1
UFD1,5.77210101330527e-34,0.200155407,0.291,0.261,1.29058406556493e-29,0,UFD1
TPGS1,6.37717781971479e-34,0.218870545,0.207,0.179,1.42587318871003e-29,0,TPGS1
WDR74,6.37791559281076e-34,-0.308197992,0.12,0.149,1.42603814739656e-29,0,WDR74
UBAC2,6.73511801320514e-34,0.120506416,0.385,0.352,1.50590503657254e-29,0,UBAC2
MOSPD3,6.76886240692239e-34,0.240273954,0.203,0.175,1.51344994556378e-29,0,MOSPD3
ORMDL3,7.28026074637849e-34,0.218388017,0.21,0.182,1.62779350028277e-29,0,ORMDL3
IGBP1,8.54464625170057e-34,0.162801636,0.33,0.301,1.91049745541773e-29,0,IGBP1
PFDN4,1.088442473589e-33,0.220374871,0.234,0.206,2.43364852669764e-29,0,PFDN4
ENOSF1,1.17977941665795e-33,-0.389076444,0.087,0.112,2.6378687977055e-29,0,ENOSF1
ZNF655,1.19132439301674e-33,0.200287105,0.231,0.203,2.66368221034613e-29,0,ZNF655
ITSN2,1.30682456788251e-33,0.139247257,0.338,0.306,2.92192905132851e-29,0,ITSN2
MALT1,1.43206324036396e-33,-0.35029198,0.154,0.183,3.20195019912979e-29,0,MALT1
NANS,1.62205420716001e-33,-0.378485856,0.078,0.101,3.62675100178907e-29,0,NANS
CUEDC2,2.48586867667969e-33,0.217376833,0.237,0.209,5.55815377418811e-29,0,CUEDC2
TMEM256,2.53056983393666e-33,0.14823258,0.35,0.321,5.65810109169898e-29,0,TMEM256
TRPC4AP,2.66330624065404e-33,0.233826283,0.181,0.155,5.95488642347838e-29,0,TRPC4AP
THOC3,2.74598595219103e-33,-0.287959801,0.171,0.203,6.13974999050393e-29,0,THOC3
ERICH1,3.37786574663111e-33,0.170962593,0.23,0.201,7.5525700228925e-29,0,ERICH1
CNPPD1,3.70759423229268e-33,0.169940467,0.29,0.261,8.2898099439832e-29,0,CNPPD1
TRGV3,4.29002673996771e-33,0.237393419,0.14,0.116,9.59207078789379e-29,0,TRGV3
FKBP5,8.02352557325537e-33,-0.392691433,0.196,0.226,1.79398008292417e-28,0,FKBP5
TXNDC9,8.48445970573922e-33,0.261077311,0.208,0.182,1.89704034560623e-28,0,TXNDC9
SF3A2,9.71228093427179e-33,0.134875961,0.402,0.371,2.17156889409383e-28,0,SF3A2
FCMR,1.11142687617514e-32,-0.297887581,0.396,0.426,2.48503935243999e-28,0,FCMR
PTPRJ,1.22184648334951e-32,0.200945981,0.124,0.101,2.73192655212116e-28,0,PTPRJ
WBP1,1.26605378145015e-32,0.224243221,0.22,0.192,2.83076964994439e-28,0,WBP1
ACAA2,1.29736031877931e-32,0.253701595,0.238,0.211,2.90076793675866e-28,0,ACAA2
PARP9,1.56915801227178e-32,0.284441652,0.185,0.16,3.50848039963848e-28,0,PARP9
TRANK1,2.85941471329974e-32,0.182140973,0.157,0.131,6.3933653574669e-28,0,TRANK1
MAN1A1,3.02259714617088e-32,0.306870643,0.127,0.105,6.75822495912347e-28,0,MAN1A1
FDX1,3.23572829135393e-32,0.197039289,0.283,0.256,7.23476488663824e-28,0,FDX1
FIBP,3.24516163115339e-32,0.156333332,0.313,0.283,7.25585689109586e-28,0,FIBP
TMX4,3.97212561579438e-32,0.11448101,0.362,0.329,8.88127566435466e-28,0,TMX4
TMEM160,4.01521658771443e-32,0.113996611,0.379,0.347,8.97762276847068e-28,0,TMEM160
EIF6,4.47530786014109e-32,0.160029871,0.305,0.276,1.00063408444895e-27,0,EIF6
C14orf119,4.50508230121419e-32,0.173590761,0.295,0.267,1.00729135172848e-27,0,C14orf119
RABIF,5.80994157782104e-32,0.261679709,0.2,0.174,1.29904483738501e-27,0,RABIF
MAP3K4,5.89012819876032e-32,-0.396173094,0.089,0.113,1.31697376396082e-27,0,MAP3K4
RNF125,6.23117103608718e-32,0.153786093,0.244,0.214,1.39322753195873e-27,0,RNF125
TSSC4,1.12137326288215e-31,0.22961448,0.222,0.196,2.5072784784782e-27,0,TSSC4
CSF1,1.26228424759251e-31,-0.377563132,0.081,0.104,2.8223413491921e-27,0,CSF1
LSM6,1.62204488369062e-31,0.135833391,0.385,0.355,3.62673015544386e-27,0,LSM6
KIF20B,1.69454347346205e-31,-0.387270836,0.087,0.11,3.7888297523138e-27,0,KIF20B
PDZD11,1.81554442647332e-31,0.288080205,0.167,0.143,4.05937578315169e-27,0,PDZD11
SF1,2.21789777578829e-31,-0.2056841,0.606,0.621,4.95899763688504e-27,0,SF1
LINC00623,2.32154841127483e-31,0.211016761,0.182,0.155,5.1907500927694e-27,0,LINC00623
AKR1B1,2.83734073731797e-31,0.191585668,0.276,0.248,6.34401015456925e-27,0,AKR1B1
ACTR1A,3.09506393810498e-31,0.229530892,0.23,0.203,6.92025345920893e-27,0,ACTR1A
RANGAP1,3.34601214738278e-31,-0.288967702,0.078,0.101,7.48134856033315e-27,0,RANGAP1
ELOF1,3.43572923044111e-31,0.213708782,0.225,0.198,7.68194698634327e-27,0,ELOF1
RTF1,3.67912422007204e-31,0.179156122,0.278,0.25,8.22615384365906e-27,0,RTF1
GOLGA7,3.76467923270659e-31,0.154023245,0.335,0.306,8.41744629640866e-27,0,GOLGA7
SMURF2,4.60559716483273e-31,0.171135634,0.13,0.107,1.02976547008495e-26,0,SMURF2
CCND2,5.18096450053423e-31,-0.33858103,0.314,0.344,1.15841185267445e-26,0,CCND2
PHF5A,5.4856738381559e-31,0.202033695,0.273,0.246,1.22654181347328e-26,0,PHF5A
CDK4,5.55050437671819e-31,-0.253348132,0.172,0.203,1.24103727359042e-26,0,CDK4
DCXR,5.72379329902847e-31,-0.238812577,0.395,0.428,1.27978294372978e-26,0,DCXR
BCL7B,7.35648417992157e-31,0.219878769,0.275,0.249,1.64483629778866e-26,0,BCL7B
MPC1,7.66086476979976e-31,0.190072712,0.265,0.238,1.71289275387953e-26,0,MPC1
SESN3,8.42541833941447e-31,-0.577695237,0.094,0.117,1.88383928650968e-26,0,SESN3
LYSMD2,1.06193748338379e-30,0.195365369,0.296,0.269,2.37438601909781e-26,0,LYSMD2
RTL8C,1.077186678736e-30,0.234172106,0.179,0.153,2.40848169498582e-26,0,RTL8C
KDELR1,1.09011533022228e-30,0.131783472,0.383,0.353,2.43738886684401e-26,0,KDELR1
LSM14A,1.13311605825563e-30,0.112945407,0.398,0.368,2.53353419465376e-26,0,LSM14A
LINC01934,1.38550749760135e-30,0.195374996,0.166,0.141,3.09785621388686e-26,0,LINC01934
WDR45,1.39577998720742e-30,0.210929085,0.177,0.152,3.12082447339707e-26,0,WDR45
