"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SIT1",4.50424614077983e-233,0.766280498622058,0.383,0.261,9.00849228155967e-230,"0","SIT1"
"GZMB",1.45245105170337e-232,0.387439820792549,0.346,0.221,2.90490210340674e-229,"0","GZMB"
"HLA-DRB1",3.53773419552131e-232,0.85645614814244,0.296,0.182,7.07546839104262e-229,"0","HLA-DRB1"
"IKZF2",5.73719317513355e-224,-1.24480404502682,0.037,0.118,1.14743863502671e-220,"0","IKZF2"
"CXCR6",2.18190381512768e-212,0.840298441128033,0.311,0.2,4.36380763025537e-209,"0","CXCR6"
"SELL",8.28013463973771e-212,-1.85818780523877,0.033,0.105,1.65602692794754e-208,"0","SELL"
"LTB",3.69794813010069e-206,-0.944985885302937,0.307,0.414,7.39589626020139e-203,"0","LTB"
"CLIC3",4.63461748096231e-206,0.802239714637434,0.285,0.177,9.26923496192461e-203,"0","CLIC3"
"ITM2C",3.82666614189224e-203,0.916522257081262,0.304,0.199,7.65333228378448e-200,"0","ITM2C"
"TCF7",1.49550574084119e-199,-1.35896445399139,0.077,0.165,2.99101148168237e-196,"0","TCF7"
"LAG3",3.94766160196376e-196,0.69901533779041,0.288,0.181,7.89532320392751e-193,"0","LAG3"
"RPLP0",1.02591659841436e-194,-0.246407808928607,0.93,0.964,2.05183319682872e-191,"0","RPLP0"
"C12orf75",2.79747182412564e-194,0.912827229536248,0.267,0.167,5.59494364825127e-191,"0","C12orf75"
"CORO1A",2.19533200890385e-192,0.352485280537569,0.798,0.752,4.39066401780771e-189,"0","CORO1A"
"CYTOR",5.92823346598536e-192,0.687320231096557,0.378,0.269,1.18564669319707e-188,"0","CYTOR"
"LINC01871",9.84236077697401e-191,0.605999341149865,0.454,0.337,1.9684721553948e-187,"0","LINC01871"
"COTL1",2.64055181282816e-186,0.598911791688728,0.518,0.416,5.28110362565631e-183,"0","COTL1"
"PRF1",2.03585127412587e-185,0.555167458230484,0.378,0.265,4.07170254825173e-182,"0","PRF1"
"CD3G",7.32764612023433e-174,0.504927854304365,0.557,0.464,1.46552922404687e-170,"0","CD3G"
"LAT",2.35508019812008e-169,0.518429166379827,0.505,0.408,4.71016039624015e-166,"0","LAT"
"CD74",4.81974530885244e-168,0.299697649692976,0.728,0.678,9.63949061770488e-165,"0","CD74"
"ATP8B4",3.86761395431078e-163,-1.13295615813192,0.046,0.115,7.73522790862156e-160,"0","ATP8B4"
"TUBA1B",3.98138643668479e-161,-1.34102079851499,0.224,0.32,7.96277287336959e-158,"0","TUBA1B"
"PASK",8.08510879259982e-161,-1.69794161494216,0.05,0.118,1.61702175851996e-157,"0","PASK"
"KLRC3",9.760902973223e-157,-1.12619162990674,0.053,0.122,1.9521805946446e-153,"0","KLRC3"
"PLEKHF1",5.31286449662209e-155,0.77268477538822,0.33,0.238,1.06257289932442e-151,"0","PLEKHF1"
"TMSB4X",1.31419574680081e-151,0.147227012686902,0.995,0.99,2.62839149360161e-148,"0","TMSB4X"
"PAG1",8.50413888655049e-150,1.01644360390665,0.213,0.133,1.7008277773101e-146,"0","PAG1"
"ITGAE",1.99098995602716e-149,0.617340691312633,0.416,0.323,3.98197991205433e-146,"0","ITGAE"
"ANXA1",3.08238222065135e-149,0.586851128677039,0.297,0.2,6.16476444130271e-146,"0","ANXA1"
"CAPG",4.71037630180192e-149,0.643240923194756,0.368,0.274,9.42075260360383e-146,"0","CAPG"
"FYB1",1.96760550715022e-146,0.382576681099487,0.636,0.564,3.93521101430045e-143,"0","FYB1"
"VIM",1.11587214428034e-143,0.320131560895605,0.762,0.698,2.23174428856069e-140,"0","VIM"
"ABI3",3.95145207894645e-143,0.641122919102023,0.366,0.274,7.9029041578929e-140,"0","ABI3"
"IL6ST",7.32675844372631e-141,-1.39788387510625,0.04,0.1,1.46535168874526e-137,"0","IL6ST"
"ICAM2",6.25501324528952e-139,-1.08462337450876,0.056,0.122,1.2510026490579e-135,"0","ICAM2"
"UBASH3B",4.68311556059459e-135,-1.03972076219315,0.053,0.116,9.36623112118918e-132,"0","UBASH3B"
"XCL1",3.02209860234932e-127,0.246318711876381,0.218,0.136,6.04419720469863e-124,"0","XCL1"
"CISH",3.08053028358075e-127,0.841486459713719,0.201,0.126,6.16106056716149e-124,"0","CISH"
"CTSB",4.01501409146164e-125,-0.864813629902634,0.099,0.172,8.03002818292328e-122,"0","CTSB"
"AHNAK",5.65028150996009e-123,0.673781779073126,0.255,0.174,1.13005630199202e-119,"0","AHNAK"
"CD28",1.32957095660527e-121,-1.12586375647915,0.051,0.109,2.65914191321055e-118,"0","CD28"
"H2AFZ",1.98761429876262e-120,-0.74297635190115,0.466,0.543,3.97522859752524e-117,"0","H2AFZ"
"IL32",2.14130112374659e-119,0.128198778030268,0.905,0.82,4.28260224749318e-116,"0","IL32"
"AQP3",6.28403542187443e-115,-0.982458989800272,0.072,0.135,1.25680708437489e-111,"0","AQP3"
"RANBP1",2.58533409489185e-114,-0.588504659319857,0.189,0.276,5.17066818978371e-111,"0","RANBP1"
"FCMR",2.30343605630162e-112,-0.680565984720821,0.163,0.243,4.60687211260324e-109,"0","FCMR"
"IL7R",7.50778953732433e-111,-0.950635209987791,0.25,0.328,1.50155790746487e-107,"0","IL7R"
"AOAH",1.20112202845852e-109,0.76432192134148,0.221,0.149,2.40224405691703e-106,"0","AOAH"
"PCNA",1.25918178175507e-104,-0.958737580864314,0.066,0.125,2.51836356351014e-101,"0","PCNA"
"CD6",7.5596148238014e-104,0.589564463438297,0.306,0.228,1.51192296476028e-100,"0","CD6"
"SMC4",9.53824153607462e-104,-0.817262227018578,0.086,0.15,1.90764830721492e-100,"0","SMC4"
"SRGN",3.22559900186591e-103,-0.478028081246841,0.576,0.639,6.45119800373182e-100,"0","SRGN"
"IMPDH2",1.3746363774647e-102,-0.686458037959612,0.083,0.147,2.74927275492941e-99,"0","IMPDH2"
"FOS",2.95178228373944e-102,-0.632542196490457,0.287,0.375,5.90356456747889e-99,"0","FOS"
"HIST1H4C",2.87036486901581e-101,-0.953587063340488,0.272,0.357,5.74072973803161e-98,"0","HIST1H4C"
"ANP32B",1.51764971434915e-99,-0.435488892915605,0.364,0.45,3.03529942869829e-96,"0","ANP32B"
"TUBB",1.03105171808223e-98,-0.761225048713887,0.392,0.47,2.06210343616446e-95,"0","TUBB"
"MAF",5.382824156182e-98,-1.00817891931847,0.054,0.106,1.0765648312364e-94,"0","MAF"
"HLA-DRB5",5.69940369584471e-98,0.739681030533292,0.187,0.124,1.13988073916894e-94,"0","HLA-DRB5"
"STOM",9.9745765635362e-96,0.597752917494341,0.294,0.222,1.99491531270724e-92,"0","STOM"
"MYO1F",4.64529465940294e-95,0.763201485724604,0.232,0.166,9.29058931880589e-92,"0","MYO1F"
"JUN",1.74520426336906e-93,0.333046234816539,0.618,0.551,3.49040852673813e-90,"0","JUN"
"DUT",3.19429322455005e-92,-0.564389621521653,0.26,0.341,6.38858644910009e-89,"0","DUT"
"HSPD1",5.77435342886444e-92,-0.535350412337635,0.193,0.271,1.15487068577289e-88,"0","HSPD1"
"H2AFX",8.52708457793402e-91,-0.925207666415227,0.062,0.115,1.7054169155868e-87,"0","H2AFX"
"TMEM106C",1.47153560169391e-90,-0.753367675307852,0.085,0.144,2.94307120338783e-87,"0","TMEM106C"
"CD247",8.00634611069674e-90,-0.462118159543456,0.343,0.425,1.60126922213935e-86,"0","CD247"
"CKS2",9.00089195733593e-90,-1.04778037004883,0.088,0.146,1.80017839146719e-86,"0","CKS2"
"SAMD3",2.91808630686853e-88,1.15435827358783,0.111,0.064,5.83617261373707e-85,"0","SAMD3"
"MT1F",8.57609274182037e-88,0.92107722162824,0.164,0.108,1.71521854836407e-84,"0","MT1F"
"HMGB2",1.10154668613833e-87,-1.24304181170155,0.192,0.257,2.20309337227666e-84,"0","HMGB2"
"UBXN11",8.61636554929794e-86,1.0496026843474,0.127,0.078,1.72327310985959e-82,"0","UBXN11"
"ARID5B",1.04324005047005e-85,-0.830694128880896,0.062,0.113,2.0864801009401e-82,"0","ARID5B"
"GBP5",1.37725115839923e-84,0.59328912407105,0.293,0.226,2.75450231679846e-81,"0","GBP5"
"NFKBIA",2.56543326144776e-83,-0.661543870558187,0.166,0.236,5.13086652289552e-80,"0","NFKBIA"
"TESPA1",9.95851970841637e-83,-0.713555413263657,0.074,0.126,1.99170394168327e-79,"0","TESPA1"
"IFITM3",1.35580530512978e-81,-0.687351931396528,0.118,0.179,2.71161061025957e-78,"0","IFITM3"
"MIAT",2.18574831027435e-81,1.0744671778899,0.121,0.074,4.37149662054869e-78,"0","MIAT"
"TMPO",3.50666918309484e-81,-0.526491032084984,0.111,0.173,7.01333836618968e-78,"0","TMPO"
"CREM",1.34615176551412e-79,-0.710879634089907,0.079,0.132,2.69230353102824e-76,"0","CREM"
"RPLP1",1.71715696281469e-79,-0.115962148032959,0.994,0.998,3.43431392562937e-76,"0","RPLP1"
"DNAJC9",1.45400099899596e-78,-0.645161312476906,0.063,0.113,2.90800199799191e-75,"0","DNAJC9"
"GABARAPL1",1.2554433384056e-77,0.972727186215933,0.132,0.084,2.51088667681121e-74,"0","GABARAPL1"
"HNRNPAB",2.37717705288462e-77,-0.494724103327008,0.116,0.177,4.75435410576924e-74,"0","HNRNPAB"
"TESC",5.43004127099723e-77,0.845513677390527,0.155,0.104,1.08600825419945e-73,"0","TESC"
"PIM2",1.39081629465962e-75,-0.623806935018978,0.148,0.211,2.78163258931925e-72,"0","PIM2"
"TSC22D3",6.00822150006409e-74,-0.508256389982585,0.218,0.287,1.20164430001282e-70,"0","TSC22D3"
"CBX5",1.10030494790217e-73,-0.541963003325883,0.071,0.121,2.20060989580434e-70,"0","CBX5"
"DUSP1",3.07870862723263e-73,-0.589178803620873,0.178,0.243,6.15741725446527e-70,"0","DUSP1"
"TRG-AS1",1.33588612290021e-72,0.485726905346675,0.327,0.263,2.67177224580042e-69,"0","TRG-AS1"
"XCL2",1.723772629094e-72,-0.120507051005803,0.227,0.161,3.447545258188e-69,"0","XCL2"
"ITGB1",4.09696910825706e-71,-0.613816408752799,0.061,0.106,8.19393821651412e-68,"0","ITGB1"
"NOSIP",3.97953007681723e-70,-0.516117787591064,0.229,0.298,7.95906015363447e-67,"0","NOSIP"
"HMGN2",5.97787352742801e-70,-0.662644450096741,0.524,0.586,1.1955747054856e-66,"0","HMGN2"
"NSMCE1",1.33880428138838e-69,-0.46467067867098,0.137,0.198,2.67760856277676e-66,"0","NSMCE1"
"TUBB4B",1.99133731735411e-69,-0.70502081336608,0.13,0.187,3.98267463470822e-66,"0","TUBB4B"
"GPR34",4.83868464517603e-69,0.807639959568168,0.132,0.086,9.67736929035206e-66,"0","GPR34"
"CKLF",5.85335751155487e-69,0.468127200935294,0.423,0.365,1.17067150231097e-65,"0","CKLF"
"ID2",1.51668605115247e-68,0.415777081479851,0.419,0.357,3.03337210230494e-65,"0","ID2"
"KLRC1",2.33316168411432e-68,-0.898547097820423,0.062,0.106,4.66632336822864e-65,"0","KLRC1"
"GIMAP4",6.01526865326879e-68,0.341412487811234,0.442,0.375,1.20305373065376e-64,"0","GIMAP4"
"LYAR",1.88513809502566e-67,0.739927848570228,0.216,0.164,3.77027619005131e-64,"0","LYAR"
"DAPK2",4.58207001740517e-67,0.999879684905055,0.109,0.068,9.16414003481034e-64,"0","DAPK2"
"MGAT4A",2.49608147940028e-66,0.589008771029652,0.208,0.153,4.99216295880055e-63,"0","MGAT4A"
"CRIP1",3.50270806945318e-66,0.498397458850848,0.357,0.302,7.00541613890636e-63,"0","CRIP1"
"RGL4",7.01039208905417e-66,0.556569802740929,0.279,0.222,1.40207841781083e-62,"0","RGL4"
"IRF1",2.37073938105952e-65,0.437695529932737,0.444,0.393,4.74147876211903e-62,"0","IRF1"
"LCK",4.15045209623293e-65,0.268173790165068,0.634,0.598,8.30090419246585e-62,"0","LCK"
"ARL4C",9.84984833193365e-65,0.547102538049162,0.277,0.22,1.96996966638673e-61,"0","ARL4C"
"TMEM173",2.23329071573214e-64,-0.659018209057718,0.082,0.129,4.46658143146428e-61,"0","TMEM173"
"PTGER4",2.61702927495156e-64,0.733253635879025,0.154,0.106,5.23405854990312e-61,"0","PTGER4"
"CD244",1.91384965581918e-63,0.777743261600778,0.148,0.102,3.82769931163835e-60,"0","CD244"
"ITGA1",2.25996963153148e-62,0.434734004346707,0.309,0.247,4.51993926306296e-59,"0","ITGA1"
"BIRC3",7.47972970154483e-62,-0.665026341600678,0.082,0.129,1.49594594030897e-58,"0","BIRC3"
"FLNA",3.53382908392004e-61,0.522561343200439,0.329,0.274,7.06765816784007e-58,"0","FLNA"
"SAE1",4.24456031324226e-61,-0.50328527651719,0.066,0.11,8.48912062648452e-58,"0","SAE1"
"HLA-DRA",3.9701921487593e-60,0.307610316845612,0.206,0.153,7.9403842975186e-57,"0","HLA-DRA"
"ZAP70",1.35288202413723e-59,0.458639325568961,0.399,0.348,2.70576404827445e-56,"0","ZAP70"
"ARRB2",1.54140906045821e-59,0.535536303780432,0.274,0.221,3.08281812091641e-56,"0","ARRB2"
"MCM3",1.92217061221717e-59,-0.546693353756779,0.064,0.106,3.84434122443435e-56,"0","MCM3"
"LIMS1",5.37092947738339e-59,-0.397954813160079,0.182,0.242,1.07418589547668e-55,"0","LIMS1"
"CCL4L2",6.35266871461573e-59,-0.865965428797259,0.121,0.079,1.27053374292315e-55,"0","CCL4L2"
"TIMP1",1.23438461771492e-58,-0.553097862598851,0.087,0.133,2.46876923542983e-55,"0","TIMP1"
"RPA3",1.59811076820271e-58,-0.513724254447397,0.123,0.175,3.19622153640543e-55,"0","RPA3"
"SIVA1",6.17090727507469e-58,-0.300598640885198,0.249,0.317,1.23418145501494e-54,"0","SIVA1"
"ENTPD1",6.18812010869936e-58,-0.395200986030801,0.138,0.193,1.23762402173987e-54,"0","ENTPD1"
"IL2RB",6.25001363884461e-55,-0.419417046923435,0.293,0.354,1.25000272776892e-51,"0","IL2RB"
"CD151",2.28653202388784e-54,-0.434156166980051,0.086,0.131,4.57306404777568e-51,"0","CD151"
"NPC2",2.56784350637328e-54,-0.466485862771905,0.1,0.147,5.13568701274656e-51,"0","NPC2"
"H2AFY",6.72567548632823e-54,-0.395188109553535,0.156,0.212,1.34513509726565e-50,"0","H2AFY"
"ANP32E",2.40427669424487e-53,-0.419983846159489,0.109,0.158,4.80855338848975e-50,"0","ANP32E"
"TRGV10",2.81890891009599e-53,0.941502988262354,0.107,0.071,5.63781782019198e-50,"0","TRGV10"
"HSPB1",7.55705960254045e-53,-0.279050424819429,0.249,0.315,1.51141192050809e-49,"0","HSPB1"
"H2AFV",2.73620772014897e-52,-0.42122460053821,0.275,0.335,5.47241544029795e-49,"0","H2AFV"
"TRBC2",2.90368200049167e-52,0.253381892690769,0.67,0.627,5.80736400098334e-49,"0","TRBC2"
"FOXP1",1.37496082278093e-51,-0.47290106486404,0.11,0.157,2.74992164556187e-48,"0","FOXP1"
"PTPN22",5.40443876681176e-49,0.452417623076999,0.321,0.272,1.08088775336235e-45,"0","PTPN22"
"TNFSF14",2.07133152445698e-48,0.552193119586421,0.178,0.134,4.14266304891396e-45,"0","TNFSF14"
"FTH1",4.37947029832711e-48,-0.153063112113195,0.901,0.941,8.75894059665423e-45,"0","FTH1"
"TACC3",1.17157242411067e-47,-0.473543685356878,0.065,0.102,2.34314484822134e-44,"0","TACC3"
"NASP",4.0482063631799e-46,-0.328747109896023,0.101,0.146,8.09641272635979e-43,"0","NASP"
"TIGIT",4.80554171224054e-46,-0.488878243931681,0.229,0.28,9.61108342448107e-43,"0","TIGIT"
"CARHSP1",1.00975629228793e-45,-0.37287465908895,0.144,0.193,2.01951258457585e-42,"0","CARHSP1"
"PYCARD",9.88166269517903e-45,0.504277787713771,0.271,0.227,1.97633253903581e-41,"0","PYCARD"
"SLAMF7",1.37587132643017e-44,0.701918764130899,0.14,0.102,2.75174265286033e-41,"0","SLAMF7"
"USP1",5.2697046802036e-44,-0.325401590534758,0.1,0.142,1.05394093604072e-40,"0","USP1"
"TNFRSF25",5.82423478735697e-44,-0.563059990083466,0.074,0.111,1.16484695747139e-40,"0","TNFRSF25"
"NCF4",1.92624276641031e-43,-0.510411220750105,0.066,0.101,3.85248553282062e-40,"0","NCF4"
"TRGV9",1.97413043558459e-43,0.590599583100516,0.11,0.076,3.94826087116918e-40,"0","TRGV9"
"TPI1",2.01931712966173e-43,-0.239976097845751,0.606,0.651,4.03863425932346e-40,"0","TPI1"
"BCL11B",2.22505311693205e-43,0.551402960041791,0.2,0.158,4.45010623386411e-40,"0","BCL11B"
"RIN3",3.33381181918263e-42,-0.314760669598515,0.092,0.132,6.66762363836527e-39,"0","RIN3"
"SHMT2",1.59985761449754e-41,-0.361097774267061,0.09,0.13,3.19971522899508e-38,"0","SHMT2"
"ATOX1",1.74055453813984e-41,-0.313596974416256,0.127,0.172,3.48110907627967e-38,"0","ATOX1"
"TNFRSF1A",1.80772749687877e-41,0.527459037004817,0.221,0.179,3.61545499375754e-38,"0","TNFRSF1A"
"CCDC167",2.30735345367083e-41,-0.296072037764655,0.103,0.145,4.61470690734166e-38,"0","CCDC167"
"TRAT1",8.12734888405185e-41,-0.366117875262228,0.137,0.182,1.62546977681037e-37,"0","TRAT1"
"DNMT1",8.54961834601847e-41,-0.283664809615347,0.145,0.193,1.70992366920369e-37,"0","DNMT1"
"HOXB2",1.04420598077129e-40,-0.464358963204006,0.082,0.119,2.08841196154259e-37,"0","HOXB2"
"BTG2",1.65803071473336e-40,-0.341805057294987,0.188,0.238,3.31606142946671e-37,"0","BTG2"
"ADA",2.53797329401399e-40,0.672977255928097,0.142,0.107,5.07594658802798e-37,"0","ADA"
"ANXA2",1.88740988391674e-39,0.495497551166885,0.224,0.184,3.77481976783348e-36,"0","ANXA2"
"RUNX3",2.98537826523858e-39,0.400874654932795,0.291,0.248,5.97075653047717e-36,"0","RUNX3"
"PABPC4",5.48940001117223e-39,-0.365753374495539,0.072,0.107,1.09788000223445e-35,"0","PABPC4"
"CTSC",6.77651041087052e-39,0.296629682677355,0.42,0.377,1.3553020821741e-35,"0","CTSC"
"PREX1",7.20438506374244e-39,0.625358199752898,0.17,0.133,1.44087701274849e-35,"0","PREX1"
"SLC25A5",2.0630528096047e-38,-0.26028517197643,0.432,0.487,4.1261056192094e-35,"0","SLC25A5"
"CCND2",3.80130793989615e-38,-0.298717679065797,0.208,0.259,7.6026158797923e-35,"0","CCND2"
"SLBP",8.58322722222147e-38,-0.354855388413251,0.14,0.184,1.71664544444429e-34,"0","SLBP"
"GPR174",1.56365076008383e-36,0.43033537232919,0.278,0.238,3.12730152016766e-33,"0","GPR174"
"UBE2J1",5.39472721229312e-36,-0.451432350349816,0.097,0.134,1.07894544245862e-32,"0","UBE2J1"
"KIF22",1.75821519044169e-35,-0.314057583819846,0.076,0.11,3.51643038088339e-32,"0","KIF22"
"LCP2",2.3395433945173e-35,0.253501620081507,0.51,0.479,4.6790867890346e-32,"0","LCP2"
"PRDX1",5.68889961809182e-35,-0.291882908364723,0.273,0.326,1.13777992361836e-31,"0","PRDX1"
"IDH2",6.67346649725784e-35,0.340428205534703,0.359,0.32,1.33469329945157e-31,"0","IDH2"
"PKM",7.45261657265377e-35,-0.286470939872487,0.421,0.47,1.49052331453075e-31,"0","PKM"
"NUCKS1",1.01136346011254e-34,-0.251367552950426,0.214,0.264,2.02272692022507e-31,"0","NUCKS1"
"LCP1",6.74617619172187e-34,0.243958195204054,0.538,0.509,1.34923523834437e-30,"0","LCP1"
"MLEC",1.16251622638283e-33,-0.283694945399568,0.12,0.16,2.32503245276565e-30,"0","MLEC"
"AC022706.1",1.52446712144346e-33,0.581185861104621,0.122,0.09,3.04893424288692e-30,"0","AC022706.1"
"VSIR",2.27487907078553e-33,-0.410575174848777,0.12,0.157,4.54975814157106e-30,"0","VSIR"
"TSPO",3.12782154643907e-33,-0.156445549531159,0.221,0.274,6.25564309287813e-30,"0","TSPO"
"GBP1",3.2289134833331e-33,0.544698132518354,0.204,0.169,6.45782696666621e-30,"0","GBP1"
"FAM3C",6.08202847292873e-33,-0.365114700581448,0.071,0.102,1.21640569458575e-29,"0","FAM3C"
"MYDGF",8.24033758563895e-33,-0.283211199964324,0.161,0.206,1.64806751712779e-29,"0","MYDGF"
"RGCC",8.32654321804275e-33,-0.569558884555245,0.085,0.118,1.66530864360855e-29,"0","RGCC"
"RPS12",2.23692279730814e-32,-0.107853916731552,0.993,0.995,4.47384559461628e-29,"0","RPS12"
"BTG3",2.98928416634545e-32,-0.325872569385007,0.073,0.104,5.97856833269089e-29,"0","BTG3"
"ATP2B1",4.37217058076783e-32,-0.299251871850254,0.075,0.107,8.74434116153567e-29,"0","ATP2B1"
"TOX",6.71321046043263e-32,-0.449452049646532,0.088,0.121,1.34264209208653e-28,"0","TOX"
"CORO1B",2.90171604222054e-31,-0.314774899766188,0.265,0.312,5.80343208444108e-28,"0","CORO1B"
"RAB11FIP1",7.27232405808562e-31,-0.370374915056261,0.071,0.101,1.45446481161712e-27,"0","RAB11FIP1"
"TPST2",1.47767443179485e-30,0.501498234321869,0.19,0.156,2.95534886358969e-27,"0","TPST2"
"RORA",1.78419681489747e-29,0.36164973933426,0.234,0.197,3.56839362979495e-26,"0","RORA"
"MZT1",1.80693040572013e-29,-0.25135993944439,0.106,0.141,3.61386081144025e-26,"0","MZT1"
"NUDT1",4.00051489578213e-29,-0.261647962151343,0.117,0.154,8.00102979156425e-26,"0","NUDT1"
"DEK",6.47186211802621e-29,-0.228975077037711,0.285,0.33,1.29437242360524e-25,"0","DEK"
"MTHFD2",1.52712008170172e-28,-0.238627226211408,0.117,0.152,3.05424016340343e-25,"0","MTHFD2"
"SMC1A",1.78039524644024e-28,-0.199834897487113,0.107,0.142,3.56079049288048e-25,"0","SMC1A"
"HIST1H1E",3.85493238457788e-28,-0.458948282385565,0.11,0.143,7.70986476915576e-25,"0","HIST1H1E"
"CHMP4B",2.22916898587486e-27,-0.241673477042002,0.081,0.111,4.45833797174972e-24,"0","CHMP4B"
"MIS18BP1",2.36895209590994e-27,-0.209659002927222,0.1,0.133,4.73790419181988e-24,"0","MIS18BP1"
"DUSP2",3.11200833858935e-27,-0.53733240055515,0.098,0.129,6.2240166771787e-24,"0","DUSP2"
"GSTP1",5.7923005273467e-27,-0.366928459923419,0.504,0.523,1.15846010546934e-23,"0","GSTP1"
"RAB37",1.32217276984717e-26,0.585932594550704,0.117,0.09,2.64434553969433e-23,"0","RAB37"
"CHRM3-AS2",5.43144325118145e-26,-0.337194485670965,0.083,0.111,1.08628865023629e-22,"0","CHRM3-AS2"
"RASGRP1",7.94532293142802e-26,0.530291889500733,0.162,0.132,1.5890645862856e-22,"0","RASGRP1"
"ABLIM1",1.06165351249561e-25,-0.194829177680433,0.173,0.213,2.12330702499122e-22,"0","ABLIM1"
"HLA-DQB1",1.57125853761454e-24,0.50289099373546,0.101,0.077,3.14251707522909e-21,"0","HLA-DQB1"
"LGALS1",2.07669736763111e-24,0.184938918813981,0.284,0.248,4.15339473526221e-21,"0","LGALS1"
"TNFRSF1B",2.43048201527853e-24,-0.341030939702605,0.17,0.207,4.86096403055707e-21,"0","TNFRSF1B"
"MALAT1",6.82961732306534e-24,0.117125964598376,0.985,0.976,1.36592346461307e-20,"0","MALAT1"
"CLEC2D",6.91393776462734e-24,0.35994394288233,0.353,0.325,1.38278755292547e-20,"0","CLEC2D"
